web_url,snippet,lead_paragraph,abstract,print_page,blog,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,subsection_name,byline,type_of_material,_id,word_count
http://wordplay.blogs.nytimes.com/2012/01/01/unconventional/,Can you make out what Paula Gamache is trying to say to us?,"MONDAY'S PUZZLE - You can't tell from my head shot, but I wear glasses. Even so, it was a strain to make out exactly what Paula Gamache was trying to get across to us, because no matter how hard I peered OVER, AROUND, BEYOND and UNDER, her message went SIGHT UNSEEN.",Can you make out what Paula Gamache is trying to say to us?,,[],The New York Times,[],Monday: Unconventional and Then Some,"[{""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""2"", ""name""=>""subject"", ""value""=>""Crossword Puzzles""}]",2012-01-01T18:00:31Z,blogpost,,Crosswords/Games,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Deb"", ""rank""=>1, ""lastname""=>""AMLEN""}], ""original""=>""By DEB AMLEN""}",Blog,4fd3a2518eb7c8105d8ea10c,155
http://www.nytimes.com/video/2012/01/01/arts/100000001256282/metropolitan-pastiche.html,“The Enchanted Island” at Metropolitan Opera borrows from the Baroque era when taking music from one opera and fitting it with new words was commonplace.,“The Enchanted Island” at Metropolitan Opera borrows from the Baroque era when taking music from one opera and fitting it with new words was commonplace.,,,[],The New York Times,"[{""subtype""=>""wide"", ""url""=>""images/2012/01/01/arts/video-ab-enchantedisland/video-ab-enchantedisland-thumbWide.jpg"", ""height""=>126, ""width""=>190, ""legacy""=>{""wide""=>""images/2012/01/01/arts/video-ab-enchantedisland/video-ab-enchantedisland-thumbWide.jpg"", ""wideheight""=>""126"", ""widewidth""=>""190""}, ""type""=>""image""}, {""subtype""=>""xlarge"", ""url""=>""images/2012/01/01/arts/video-ab-enchantedisland/video-ab-enchantedisland-articleLarge.jpg"", ""height""=>338, ""width""=>600, ""legacy""=>{""xlargewidth""=>""600"", ""xlarge""=>""images/2012/01/01/arts/video-ab-enchantedisland/video-ab-enchantedisland-articleLarge.jpg"", ""xlargeheight""=>""338""}, ""type""=>""image""}, {""subtype""=>""thumbnail"", ""url""=>""images/2012/01/01/arts/video-ab-enchantedisland/video-ab-enchantedisland-thumbStandard.jpg"", ""height""=>75, ""width""=>75, ""legacy""=>{""thumbnailheight""=>""75"", ""thumbnail""=>""images/2012/01/01/arts/video-ab-enchantedisland/video-ab-enchantedisland-thumbStandard.jpg"", ""thumbnailwidth""=>""75""}, ""type""=>""image""}]",Metropolitan Pastiche,"[{""value""=>""Metropolitan Opera"", ""is_major""=>""N"", ""rank""=>""1"", ""name""=>""organizations""}, {""value""=>""Domingo, Placido"", ""is_major""=>""N"", ""rank""=>""2"", ""name""=>""persons""}]",2012-01-01T17:49:05Z,multimedia,Arts,Arts,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""rank""=>1, ""firstname""=>""Gabe"", ""lastname""=>""Johnson""}], ""original""=>""Gabe Johnson""}",Video,52376a3a79881007d59185b9,25
http://video.nytimes.com/video/2012/01/01/arts/100000001256282/metropolitan-pastiche.html,“The Enchanted Island” at Metropolitan Opera borrows from the Baroque era when taking music from one opera and fitting it with new words was commonplace.,,,,[],The New York Times,[],Metropolitan Pastiche,[],2012-01-01T17:49:05Z,multimedia,,Arts,,,Video,504a78c21c22dfde670bcd6e,0
http://thecaucus.blogs.nytimes.com/2012/01/01/santorum-on-the-rise-pushes-his-supporters-for-help/,A question of whether his sudden gains in the polls will hold.,"SIOUX CITY, Iowa - Emboldened by a late and unexpected rise in the polls, Rick Santorum came to this conservative corner of rural Iowa on Sunday and urged his supporters to redouble their efforts to help ensure a win in the state's caucuses on Tuesday night.",A question of whether his sudden gains in the polls will hold.,,[],The New York Times,[],Santorum Pushes Supporters to Keep His Surge Alive,"[{""rank""=>""4"", ""name""=>""glocations"", ""value""=>""Iowa""}, {""rank""=>""3"", ""name""=>""subject"", ""value""=>""Presidential Election of 2012""}, {""rank""=>""2"", ""name""=>""persons"", ""value""=>""Santorum, Rick""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}]",2012-01-01T17:31:59Z,blogpost,,U.S.,,"{""person""=>[{""firstname""=>""Jeremy"", ""middlename""=>""W."", ""lastname""=>""PETERS"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}], ""original""=>""By JEREMY W. PETERS""}",Blog,4fd3a2d48eb7c8105d8eb2e7,559
http://thecaucus.blogs.nytimes.com/2012/01/01/gingrich-plans-to-target-romney-in-new-hampshire/,Newt Gingrich said on Sunday he intended to campaign in New Hampshire and will criticize Mitt Romney over an abortion provision in the Massachusetts health care program.,"MANCHESTER, N.H. -- Newt Gingrich said on Sunday that he intended to campaign in New Hampshire, where polls show him running third, rather than move directly to South Carolina, where he is leading.",Newt Gingrich said on Sunday he intended to campaign in New Hampshire and will criticize Mitt Romney over an abortion provision in the Massachusetts health care program.,,[],The New York Times,[],Gingrich to Take Aim at Romney in New Hampshire,"[{""rank""=>""4"", ""name""=>""subject"", ""value""=>""Abortion""}, {""rank""=>""10"", ""name""=>""glocations"", ""value""=>""South Carolina""}, {""rank""=>""3"", ""name""=>""persons"", ""value""=>""Romney, Mitt""}, {""rank""=>""2"", ""name""=>""persons"", ""value""=>""Gingrich, Newt""}, {""rank""=>""5"", ""name""=>""subject"", ""value""=>""Health Insurance and Managed Care""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""6"", ""name""=>""subject"", ""value""=>""Presidential Election of 2012""}, {""rank""=>""7"", ""name""=>""organizations"", ""value""=>""Planned Parenthood Federation of America""}, {""rank""=>""8"", ""name""=>""organizations"", ""value""=>""Republican Party""}, {""rank""=>""9"", ""name""=>""glocations"", ""value""=>""New Hampshire""}]",2012-01-01T17:14:40Z,blogpost,,U.S.,,"{""person""=>[{""firstname""=>""Katharine"", ""middlename""=>""Q."", ""lastname""=>""SEELYE"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}], ""original""=>""By KATHARINE Q. SEELYE""}",Blog,4fd3a2518eb7c8105d8ea0cf,398
http://opinionator.blogs.nytimes.com/2012/01/01/on-modern-time/,"Even in this frenetic age, we can experience our lives beyond the limitations of the calendar and the clock.","We live in time. On days like this one, when we find ourselves carried without any effort or intent from the end of one calendar year to the next, this observation is perhaps especially clear.","Even in this frenetic age, we can experience our lives beyond the limitations of the calendar and the clock.",,[],The New York Times,[],On Modern Time,"[{""rank""=>""4"", ""name""=>""subject"", ""value""=>""Time""}, {""rank""=>""3"", ""name""=>""subject"", ""value""=>""Philosophy""}, {""rank""=>""2"", ""name""=>""subject"", ""value""=>""New Year""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}]",2012-01-01T17:00:24Z,blogpost,,Opinion,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Espen"", ""rank""=>1, ""lastname""=>""HAMMER""}], ""original""=>""By ESPEN HAMMER""}",Blog,4fd3a2b78eb7c8105d8eb0dc,1965
http://thecaucus.blogs.nytimes.com/2012/01/01/occupy-protesters-aim-anger-at-both-g-o-p-and-democrats-in-iowa/,Anger from Occupy protesters over what they see as the overwhelming influence of corporate greed in politics is spilling over to both sides of the political aisle.,"With the whole state of Iowa fixated on Republican presidential contenders just days before they go head to head in the caucuses, anger from Occupy protesters over what they see as the overwhelming influence of corporate greed in politics is spilling over to both sides of the political divide.",Anger from Occupy protesters over what they see as the overwhelming influence of corporate greed in politics is spilling over to both sides of the political aisle.,,[],The New York Times,[],Occupy Protesters Aim Anger at Both G.O.P. and Democrats in Iowa,"[{""rank""=>""4"", ""name""=>""subject"", ""value""=>""Demonstrations, Protests, and Riots""}, {""rank""=>""3"", ""name""=>""persons"", ""value""=>""Schultz, Debbie Wasserman""}, {""rank""=>""2"", ""name""=>""persons"", ""value""=>""Obama, Barack""}, {""rank""=>""5"", ""name""=>""subject"", ""value""=>""Presidential Election of 2012""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""6"", ""name""=>""subject"", ""value""=>""Primaries and Caucuses""}, {""rank""=>""7"", ""name""=>""organizations"", ""value""=>""Democratic Party""}, {""rank""=>""8"", ""name""=>""organizations"", ""value""=>""Occupy Wall Street""}, {""rank""=>""9"", ""name""=>""glocations"", ""value""=>""Iowa""}]",2012-01-01T16:25:56Z,blogpost,,U.S.,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Steven"", ""rank""=>1, ""lastname""=>""YACCINO""}], ""original""=>""By STEVEN YACCINO""}",Blog,4fd3a2658eb7c8105d8ea4be,369
http://thecaucus.blogs.nytimes.com/2012/01/01/on-n-f-l-s-final-sunday-gingrich-makes-his-pitch-at-three-sports-bars/,"With two days before the Iowa caucuses, Newt Gingrich planned to visit three sports bars on New Year's Day.","AMES, Iowa -- Where do you find voters on the last Sunday of the regular season of the National Football League?","With two days before the Iowa caucuses, Newt Gingrich planned to visit three sports bars on New Year's Day.",,[],The New York Times,[],"On a Big Football Weekend, Gingrich Makes His Plea to N.F.L. Fans","[{""rank""=>""4"", ""name""=>""subject"", ""value""=>""Football""}, {""rank""=>""3"", ""name""=>""subject"", ""value""=>""Bars""}, {""rank""=>""2"", ""name""=>""persons"", ""value""=>""Gingrich, Newt""}, {""rank""=>""5"", ""name""=>""subject"", ""value""=>""Presidential Election of 2012""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""6"", ""name""=>""glocations"", ""value""=>""Iowa""}]",2012-01-01T16:02:05Z,blogpost,,U.S.,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Trip"", ""rank""=>1, ""lastname""=>""GABRIEL""}], ""original""=>""By TRIP GABRIEL""}",Blog,4fd3a23a8eb7c8105d8e9e8a,528
http://fifthdown.blogs.nytimes.com/2012/01/01/what-are-jets-biggest-off-season-needs/,"This will be an off-season of Mark Sanchez speculation -- how to fix him, whether to move on. But there are so many other concerns.",The Jets would have missed the playoffs anyway -- Tennessee defeated Houston -- but the way they went out on Sunday had to be demoralizing for Jets fans.,"This will be an off-season of Mark Sanchez speculation -- how to fix him, whether to move on. But there are so many other concerns.",,[],The New York Times,[],What Are Jets' Biggest Off-Season Needs?,"[{""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""3"", ""name""=>""organizations"", ""value""=>""New York Jets""}, {""rank""=>""2"", ""name""=>""subject"", ""value""=>""Football""}]",2012-01-01T15:59:59Z,blogpost,,Sports,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""Toni"", ""rank""=>1, ""lastname""=>""MONKOVIC""}], ""original""=>""By TONI MONKOVIC""}",Blog,4fd3a32e8eb7c8105d8ec0d9,135
http://thecaucus.blogs.nytimes.com/2012/01/01/caucuses-on-the-minds-of-iowa-faithful/,Times reporters visited several Iowa churches Sunday to take the pulse of worshipers as they prepare to caucus on Tuesday.,Times reporters visited several Iowa churches Sunday to take the pulse of worshipers as they prepare to caucus on Tuesday.,Times reporters visited several Iowa churches Sunday to take the pulse of worshipers as they prepare to caucus on Tuesday.,,[],The New York Times,[],"At Worship, Iowans Consider the Candidates","[{""rank""=>""4"", ""name""=>""persons"", ""value""=>""Paul, Ron""}, {""rank""=>""10"", ""name""=>""glocations"", ""value""=>""Iowa""}, {""rank""=>""3"", ""name""=>""persons"", ""value""=>""Gingrich, Newt""}, {""rank""=>""2"", ""name""=>""persons"", ""value""=>""Bachmann, Michele M""}, {""rank""=>""5"", ""name""=>""persons"", ""value""=>""Perry, Rick""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""6"", ""name""=>""persons"", ""value""=>""Romney, Mitt""}, {""rank""=>""7"", ""name""=>""persons"", ""value""=>""Santorum, Rick""}, {""rank""=>""8"", ""name""=>""subject"", ""value""=>""Presidential Election of 2012""}, {""rank""=>""9"", ""name""=>""subject"", ""value""=>""Primaries and Caucuses""}]",2012-01-01T15:34:34Z,blogpost,,U.S.,,"{""organization""=>""THE NEW YORK TIMES"", ""original""=>""By THE NEW YORK TIMES"", ""person""=>[]}",Blog,4fd3a2e88eb7c8105d8eb720,1847
http://bits.blogs.nytimes.com/2012/01/01/text-messaging-is-in-decline-in-some-countries/,"Perhaps to the chagrin of cellphone carriers, signs point to a continuing decline in text messaging in several parts of the world, including Finland, Hong Kong and Australia. Is the United States next?","Perhaps to the chagrin of cellphone carriers, all signs point to text messaging's continuing its decline in several parts of the world.","Perhaps to the chagrin of cellphone carriers, signs point to a continuing decline in text messaging in several parts of the world, including Finland, Hong Kong and Australia. Is the United States next?",,[],The New York Times,[],Text Messaging Is in Decline in Some Countries,"[{""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""2"", ""name""=>""subject"", ""value""=>""Text Messaging""}]",2012-01-01T15:27:01Z,blogpost,,Technology,,"{""person""=>[{""firstname""=>""Brian"", ""middlename""=>""X."", ""lastname""=>""CHEN"", ""rank""=>1, ""role""=>""reported"", ""organization""=>""""}], ""original""=>""By BRIAN X. CHEN""}",Blog,4fd3a2358eb7c8105d8e9d13,294
http://thequad.blogs.nytimes.com/2012/01/01/a-nebraska-fan-faces-the-new-reality/,"Nebraska used to win in numbing, overwhelming fashion, but even the most spoiled fans are getting used to the current reality under Coach Bo Pelini.","I was walking through the office when a colleague stopped me. ""Did I hear you say something about Nebraska football?"" he asked, innocently, cheerfully, not realizing the twisted synapses that were about to fire in my brain. I frowned and shook my head over the idea of writing about the team. ""My comments would be too blue,"" I assured him glibly.","Nebraska used to win in numbing, overwhelming fashion, but even the most spoiled fans are getting used to the current reality under Coach Bo Pelini.",,[],The New York Times,[],A Nebraska Fan Faces the New Reality,"[{""rank""=>""11"", ""name""=>""organizations"", ""value""=>""Ohio State University""}, {""rank""=>""4"", ""name""=>""persons"", ""value""=>""Pelini, Bo""}, {""rank""=>""10"", ""name""=>""organizations"", ""value""=>""National Football League""}, {""rank""=>""3"", ""name""=>""persons"", ""value""=>""Martinez, Taylor""}, {""rank""=>""2"", ""name""=>""persons"", ""value""=>""Callahan, Bill""}, {""rank""=>""5"", ""name""=>""persons"", ""value""=>""Suh, Ndamukong""}, {""rank""=>""1"", ""name""=>""type_of_material"", ""value""=>""News""}, {""rank""=>""6"", ""name""=>""subject"", ""value""=>""Coaches and Managers""}, {""rank""=>""7"", ""name""=>""subject"", ""value""=>""College Athletics""}, {""rank""=>""8"", ""name""=>""subject"", ""value""=>""Football""}, {""rank""=>""9"", ""name""=>""organizations"", ""value""=>""Michigan State University""}]",2012-01-01T14:45:28Z,blogpost,,Sports,,"{""person""=>[{""organization""=>"""", ""role""=>""reported"", ""firstname""=>""John"", ""rank""=>1, ""lastname""=>""WOODS""}], ""original""=>""By JOHN WOODS""}",Blog,4fd3a2f88eb7c8105d8eba36,604
